node,Approx_local_CC
0,0.11593086291208962
1,0.04531828444204851
2,0.03498895993289809
3,0.0355985598559856
4,0.012609722072499854
5,0.0330964581175069
6,0.14010671025576052
7,0.4119631885137876
8,0.030198753708784755
9,0.12696604375171378
10,0.06802306630903239
11,0.006001569701312219
12,0.27540422109437834
13,0.0
14,0.011410203520352035
15,0.0749784752935273
16,0.007872846108140227
17,0.08683833590960714
18,0.01963696369636964
19,0.036895668837587554
20,0.029118423651943393
21,0.06831703317192996
22,0.08906771660123232
23,0.07897524597859995
24,0.004469824784939541
25,0.0
26,0.03150185262825281
27,0.0926855123090688
28,0.022326659773389886
29,0.09401814000154796
30,0.044839741047809085
31,0.028987062947047018
32,0.026127586503107782
33,0.0075566868803851875
34,0.14117041546743128
35,0.14698152610266008
36,0.1610212406274279
37,0.0416456841205106
38,0.09944960768942102
39,0.03842324168891129
40,0.025296337734162684
41,0.020027164913723205
42,0.040538347268306386
43,0.040717257776897164
44,0.06806854308705858
45,0.010794156702818258
46,0.08457324830853961
47,0.04500032567144729
48,0.268854618111043
49,0.11622651095486658
50,0.03943032747420418
51,0.05870882675872217
52,0.0
53,0.07654294841248831
54,0.1316268434169693
55,0.026512118000479153
56,0.08845363589207487
57,0.039603960396039604
58,0.0
59,0.09522202220222023
60,0.019035800961824
61,0.2563989552550026
62,0.03211131552715711
63,0.039579395510553096
64,0.0162971586443888
65,0.04900020581653708
66,0.04331930372808979
67,0.04884561488150347
68,0.022588600593354595
69,0.45088008800880086
70,0.0
71,0.0
72,0.002248715019988578
73,0.039997326083749354
74,0.04173582890073044
75,0.041902140230386624
76,0.02506156492731325
77,0.10112606654194409
78,0.051379034122681466
79,0.01485148514851485
80,0.0037678767876787676
81,0.10415793656411897
82,0.0927505387519555
83,0.08408592770851317
84,0.08027810627557583
85,0.006440116748220338
86,0.087150679865013
87,0.0261947785479019
88,0.044591711120848386
89,0.02582520695508465
90,0.12844229662987058
91,0.02439207704951859
92,0.23010006883041245
93,0.0
94,0.16142017121729021
95,0.026441467330438236
96,0.0
97,0.060433379309117026
98,0.16770853436239144
99,0.0
100,0.07325514740430776
101,0.03196704842113802
102,0.0
103,0.2624051566360431
104,0.03913982705154964
105,0.09153455935101684
106,0.04263716965135072
107,0.06120798361884893
108,0.0
109,0.04323425187556621
110,0.05745563918964766
111,0.07476005306188228
112,0.220945352830386
113,0.08333095533995116
114,0.07456083235906363
115,0.11446578489012249
116,0.0016817930274048499
117,0.026983393682995536
118,0.024233803536097966
119,0.1649662219548482
120,0.03360824527830934
121,0.03663439403329747
122,0.0
123,0.06538373744935622
124,0.09493216926746553
125,0.05945921003538716
126,0.09322266431184009
127,0.23933547984767337
128,0.08707567185289958
129,0.0764420834620688
130,0.028350737795387125
131,0.1973057233352793
132,0.05403889123129118
133,0.201025306794112
134,0.12255421577782703
135,0.027637023634705934
136,0.10439926723761882
137,0.0909999804687352
138,0.0
139,0.08494787449261498
140,0.008758568164508759
141,0.019402345994639417
142,0.00936933661192796
143,0.0
144,0.035562592257636874
145,0.01062106210621062
146,0.1128027564737453
147,0.093520730624483
148,0.028790348133896436
149,0.03083428226530163
150,0.026010803460961643
151,0.10203451018550765
152,0.003803308874839763
153,0.07919929212338775
154,0.08377346655741547
155,0.06333983864907099
156,0.11318442990238695
157,0.0
158,0.006949562783439667
159,0.016176470588235296
160,0.08453241562454436
161,0.8876370090944016
162,0.0
163,0.05396105806112276
164,0.0653031985504915
165,0.020097367860055948
166,0.150427851427016
167,0.14751420257346612
168,0.0
169,0.03452051257521469
170,0.07505196371778614
171,0.14521710719965186
172,0.08995308321867852
173,0.3872821492675583
174,0.037351382190009254
175,0.04428458025832126
176,0.07252512605494522
177,0.0
178,0.0
179,0.01550527575504941
180,0.08725643300354816
181,0.0
182,0.6288909759783546
183,0.010948475197053803
184,0.014883865513026569
185,0.0
186,0.07021739572305981
187,0.02074791495728572
188,0.011761523501953109
189,0.08659662888216851
190,0.25060221923032666
191,0.0873388587044364
192,0.0933626779522123
193,0.0636464472161874
194,0.0685639984400993
195,0.16164129444758468
196,0.004397382707730493
197,0.05046877158777731
198,0.0
199,0.1523396053505303
200,0.08542838594878972
201,0.6059405940594059
202,0.0747286443267056
203,0.009394596578314688
204,0.006471232822605
205,0.12115433931003859
206,0.088983306243051
207,0.02905352288419315
208,0.10124959842700337
209,0.03822359123391017
210,0.05217659521357932
211,0.09029835253440874
212,0.061699752763425646
213,0.272286768992846
214,0.0
215,0.0
216,0.007703081232492998
217,0.0608461236126266
218,0.20454280445381418
219,0.030218712473900813
220,0.11413828689370487
221,0.12266001292716587
222,0.041919242071484
223,0.03864450743901307
224,0.11796457415716778
225,0.1601701667158803
226,0.08799443038660056
227,0.05586940314883512
228,0.0
229,0.08864159015992147
230,0.15115655293296332
231,0.06314977547412895
232,0.07409940319517686
233,0.10873786407766992
234,0.0
235,0.09294572096536025
236,0.03359436557277639
237,0.015670505593311578
238,0.07269313675344681
239,0.07493044936071151
240,0.0655590000181532
241,0.04643245257008759
242,0.07569423423566299
243,0.0007757787973919344
244,0.036459433674977844
245,0.015477562008264984
246,0.0
247,0.029898692609190505
248,0.2828349254592211
249,0.11402539917632605
250,0.0
251,0.2505264812195505
252,0.21161868545793175
253,0.06687159453976908
254,0.007501945338783173
255,0.02589779244754683
256,0.054484381112842865
257,0.0
258,0.10795073977715187
259,0.04999310297725245
260,0.0
261,0.12154060785940565
262,0.0
263,0.061552143901386164
264,0.029349363507779353
265,0.27586735186596384
266,0.07217363287951903
267,0.055758334815926416
268,0.025495771055629803
269,0.014637631310466795
270,0.03942957351391254
271,0.09349959903090702
272,0.0816903519817713
273,0.0
274,0.04671344657015413
275,0.14150191353768934
276,0.1282914195254253
277,0.04180926422546918
278,0.058294663977392
279,0.13570210995503176
280,0.2568736947891655
281,0.05568002982277994
282,0.08107683335623946
283,0.0391854052284654
284,0.037655312821870714
285,0.014012429320829908
286,0.02217415351681655
287,0.07484287207828462
288,0.05544712678449094
289,0.09185354569352458
290,0.04353808274756366
291,0.1335973085944958
292,0.09970284251529726
293,0.030838644039906764
294,0.044631286046905694
295,0.043368236018309476
296,0.009996191926884997
297,0.2625421821591631
298,0.04785806123086884
299,0.09693559430520148
300,0.046611326582407964
301,0.1335130715882739
302,0.20329385879764447
303,0.02618112980571261
304,0.06528193254610176
305,0.014003233263547729
306,0.056046532862869446
307,0.10943050578359413
308,0.0698171970004092
309,0.0
310,0.0
311,0.011276248792297062
312,0.06160265117225695
313,0.20513712005836857
314,0.12784873287892515
315,0.0531987814166032
316,0.0
317,0.09876335481910838
318,0.1657558594872115
319,0.04329360341146557
320,0.1416275594331484
321,0.0
322,0.05717336439526306
323,0.0
324,0.09432409741594164
325,0.02209463380389163
326,0.07722698020865432
327,0.07842673058068902
328,0.07516617829177508
329,0.1706630589529541
330,0.009593563620211862
331,0.0815921521441617
332,0.0
333,0.022204253272080678
334,0.0
335,0.03189989861272534
336,0.0011830227140361095
337,0.0
338,0.0021602867876464814
339,0.11538980510043584
340,0.02328982898289829
341,0.0
342,0.11221122112211222
343,0.17886613232769427
344,0.027825936199722606
345,0.02776963607435083
346,0.11740130853729082
347,0.040042426023294456
348,0.01907786185339882
349,0.0
350,0.0
351,0.03468333572911965
352,0.037118666854970124
353,0.0
354,0.06535063506134728
355,0.09054454732653337
356,0.01679252067601582
357,0.0
358,0.10644781392883014
359,0.08914842660016872
360,0.16880061818272302
361,0.04768333976254769
362,0.052330473569256505
363,0.15766552736187017
364,0.0025195754869604607
365,0.04620835940505788
366,0.0011780589823688252
367,0.09171448619562514
368,0.04674975886003441
369,0.17856545512340505
370,0.06688144991385618
371,0.03021872244105886
372,0.08198196877299886
373,0.008653486130074049
374,0.13834047285344545
375,0.01820518893740444
376,0.0345873786407767
377,0.0
378,0.030660578786956653
379,0.06523700878630301
380,0.05747717529553317
381,0.19097117612792744
382,0.1296054709493141
383,0.028678209761531438
384,0.05147058823529412
385,0.07823522025249265
386,0.18690372873604497
387,0.978529103129491
388,0.03206521181414921
389,0.03012849361859263
390,0.026696181239471723
391,0.022902809555143133
392,0.08645411168746882
393,0.15216301176565433
394,0.07099651913455793
395,0.01050243659463902
396,0.09876846212131869
397,0.026241481614224776
398,0.05748625480208509
399,0.036769910239279245
400,0.0
401,0.06325543763613467
402,0.03957734676190913
403,0.47363040780585647
404,0.16499475306623865
405,0.0169313690059224
406,0.1308546845546919
407,0.06393829575618871
408,0.0
409,0.05131528715136268
410,0.030521557605607482
411,0.23039198857472434
412,0.13599647396845266
413,0.052171401475186244
414,0.031454455583349264
415,0.02801669454317729
416,0.07362712517726672
417,0.1027334811927146
418,0.03964338515299493
419,0.021887003803646728
420,0.14327758018520298
421,0.0
422,0.14944009162967836
423,0.11111339024690048
424,0.17578216543151964
425,0.014905924011745599
426,0.33210584262580234
427,0.011565380675998636
428,0.08188619040693086
429,0.03614812106775669
430,0.0
431,0.0
432,0.020295076844962606
433,0.18798046727135626
434,0.10430886069635781
435,0.03430390345860206
436,0.0
437,0.12384986086719557
438,0.03259075907590759
439,0.1335174036585527
440,0.11181106502911542
441,0.0
442,0.06648854591341487
443,0.0
444,0.07173724463049676
445,0.018057612118005315
446,0.07293395692183292
447,0.07980620103238059
448,0.1143479734789892
449,0.13608641021316453
450,0.04140400824068083
451,0.10514504846939465
452,0.03838986565078811
453,0.15808032531998603
454,0.18587167447957456
455,0.03803296799831103
456,0.17886771818683425
457,0.0
458,0.03727752749323376
459,0.1034035935623865
460,0.0
461,0.019066223211464745
462,0.071842614174131
463,0.032297210450418716
464,0.12343881668623231
465,0.34244036051909865
466,0.02736367386738674
467,0.008277969893185527
468,0.06541424960438609
469,0.013509237506477385
470,0.03602199489321173
471,0.12249586303168135
472,0.11416049157963003
473,0.0876965272988238
474,0.09699915319640315
475,0.0
476,0.0
477,0.0
478,0.05052742337335158
479,0.0
480,0.11929271441009963
481,0.07430364608162066
482,0.038723100015924765
483,0.020059432873855743
484,0.11703510897825452
485,0.007067390062821245
486,0.05277428470606247
487,0.0
488,0.06278748626030727
489,0.0
490,0.05002797360247951
491,0.3371058894385104
492,0.05240165297467495
493,0.0
494,0.031371261055288854
495,0.04162623886000966
496,0.058802424258090326
497,0.021981656795860307
498,0.024167734219223316
499,0.17183577941113162
500,0.0
501,0.17281679725916096
502,0.0
503,0.05929406916604007
504,3.794117647058824
505,0.019306930693069307
506,0.035382340419556395
507,0.06084290470999822
508,0.0
509,0.0705899088353998
510,0.0394556125289862
511,0.07782346248981047
512,0.0027002700270027003
513,0.052752373205590154
514,0.37831376768384106
515,0.06783597425991336
516,0.37078777858480827
517,0.10075117972081143
518,0.02380478073380283
519,0.02968886422692708
520,0.0
521,0.30385400131708673
522,0.1193866135476912
523,0.0
524,0.09530739943378283
525,0.10273951395303746
526,0.02629262926292629
527,0.07728871609868891
528,0.02460099076297296
529,0.06385171397817219
530,0.036936386662007686
531,0.04316302169697821
532,0.1529008293733007
533,0.17779712148579344
534,0.019300031444908362
535,0.04597764495807704
536,0.0
537,0.09223311416172573
538,0.06892060021609905
539,0.02546854160359353
540,0.06784519551501765
541,0.09135409113250613
542,0.14770277898720768
543,0.030347057952132418
544,0.0
545,0.05832081643793055
546,0.03676352118931787
547,0.0823354537611349
548,0.06477778397400215
549,0.032325176363344574
550,0.02288910841075841
551,0.07470276515784605
552,0.06236788881480772
553,0.10951609803570851
554,0.06574044871084575
555,0.0
556,0.058508439942526747
557,0.09998777875275595
558,0.010323826500297088
559,0.009041928944841567
560,0.2891575703208364
561,0.042735042735042736
562,1.1192833569071194
563,0.035175954482454745
564,0.02542948316203871
565,0.24398210149853286
566,0.05405544792279924
567,0.006669416941694169
568,0.030058437920476057
569,0.06805922762003085
570,0.03634790743762113
571,0.06690632331047963
572,0.04348286750904318
573,0.025984591655977034
574,0.09637862712159721
575,0.045965505235005776
576,0.04323537804409239
577,0.030601687768550028
578,0.21856435643564356
579,0.013617506187030136
580,0.4261212408401805
581,0.09069268110530247
582,0.048932394154455626
583,0.0
584,0.0
585,0.05221769712743983
586,0.18023777614485695
587,0.12041495465942018
588,0.026875018758553734
589,0.04148541334408711
590,0.19466951020361553
591,0.17326732673267328
592,0.08595706117926372
593,0.11523585254013693
594,0.23040741048894806
595,0.03805345910727426
596,0.04198684434870096
