node,local_CC
0,0.20487264673311184
1,0.12243201828428954
2,0.06598021948245496
3,0.10909090909090909
4,0.06060606060606061
5,0.08213716108452951
6,0.19507575757575757
7,0.26666666666666666
8,0.04080808080808081
9,0.23225806451612904
10,0.14646464646464646
11,0.011264716024916297
12,0.2857142857142857
13,0.0
14,0.058333333333333334
15,0.0852359208523592
16,0.18181818181818182
17,0.13712374581939799
18,0.13333333333333333
19,0.07142857142857142
20,0.07333333333333333
21,0.1622664813957079
22,0.10537974683544304
23,0.125
24,0.007541478129713424
25,0
26,0.08748615725359911
27,0.18181818181818182
28,0.047619047619047616
29,0.10476190476190476
30,0.1125914315569488
31,0.0761904761904762
32,0.06794871794871794
33,0.14492753623188406
34,0.2647058823529412
35,0.2566137566137566
36,0.13970588235294118
37,0.09090909090909091
38,0.2275058275058275
39,0.10207336523125997
40,0.10822784810126582
41,0.04411764705882353
42,0.25274725274725274
43,0.14285714285714285
44,0.1556760012044565
45,0.028481012658227847
46,0.10510510510510511
47,0.1493857493857494
48,0.32972972972972975
49,0.23243887895050686
50,0.06446335078534031
51,0.08485540334855403
52,0.0
53,0.1038961038961039
54,0.28817204301075267
55,0.173109243697479
56,0.20379103936150916
57,0.3333333333333333
58,0.0
59,0.16666666666666666
60,0.054305865962325485
61,0.24
62,0.15151515151515152
63,0.07180851063829788
64,0.0457516339869281
65,0.22875816993464052
66,0.10989010989010989
67,0.1093969144460028
68,0.05303030303030303
69,0.06666666666666667
70,0
71,0.3333333333333333
72,0.04411764705882353
73,0.09255472241157313
74,0.11384615384615385
75,0.23529411764705882
76,0.08612836438923395
77,0.2447058823529412
78,0.125
79,0.2857142857142857
80,0.03
81,0.19877395940869083
82,0.22655367231638418
83,0.1516056404787297
84,0.22638146167557932
85,0.013576476774377219
86,0.15609756097560976
87,0.09274193548387097
88,0.11688311688311688
89,0.05982905982905983
90,0.21706864564007422
91,0.13015873015873017
92,0.2909090909090909
93,0.0
94,0.21713615023474178
95,0.055771144278606966
96,0
97,0.10305370807408996
98,0.1830065359477124
99,0
100,0.1111111111111111
101,0.052781289506953225
102,0.0
103,0.18153364632237873
104,0.0730037417403073
105,0.2
106,0.2318840579710145
107,0.09542124542124542
108,0.0
109,0.16989247311827957
110,0.11250873515024458
111,0.1573311134939895
112,0.3956043956043956
113,0.12959889349930845
114,0.2619047619047619
115,0.19
116,0.005905016964594495
117,0.05220226927544001
118,0.046805403431909455
119,0.23865546218487396
120,0.14285714285714285
121,0.17894736842105263
122,0
123,0.12579281183932348
124,0.26411290322580644
125,0.18666666666666668
126,0.2571428571428571
127,0.23550724637681159
128,0.14285714285714285
129,0.2036613272311213
130,0.05389876880984952
131,0.23076923076923078
132,0.09103362391033624
133,0.5905797101449275
134,0.23448275862068965
135,0.17803030303030304
136,0.2070874861572536
137,0.18006635700066356
138,0.0
139,0.17647058823529413
140,0.07692307692307693
141,0.07894736842105263
142,0.04839685420447671
143,0.10714285714285714
144,0.1053763440860215
145,0.23636363636363636
146,0.14393939393939395
147,0.2571428571428571
148,0.04244897959183674
149,0.11428571428571428
150,0.09661016949152543
151,0.21174004192872117
152,0.011576353596989466
153,0.21057118499573743
154,0.11103319308087892
155,0.11334498834498835
156,0.2845849802371542
157,0.0
158,0.04600301659125189
159,0.1
160,0.13663663663663664
161,0.41911764705882354
162,1.0
163,0.08588498879761015
164,0.10714285714285714
165,0.13859649122807016
166,0.2171945701357466
167,0.2898550724637681
168,0.0
169,0.05403508771929825
170,0.15408635080766228
171,0.3836734693877551
172,0.3586206896551724
173,0.2046783625730994
174,0.16748768472906403
175,0.09435028248587571
176,0.28078817733990147
177,0.0
178,0.0
179,0.20625889046941678
180,0.1452275600505689
181,0.0
182,1.0
183,0.020374407939252687
184,0.030757024609331503
185,0.0
186,0.20652173913043478
187,0.07692307692307693
188,0.02211318725635166
189,0.19848995983935744
190,0.6023391812865497
191,0.27485380116959063
192,0.15512995896032833
193,0.06666666666666667
194,0.13978494623655913
195,0.25555555555555554
196,0.009483433012844777
197,0.08219749546802588
198,0.0
199,0.3311827956989247
200,0.2510822510822511
201,0.4
202,0.2653276955602537
203,0.019779230736262636
204,0.024390243902439025
205,0.21645021645021645
206,0.09191919191919191
207,0.17681159420289855
208,0.20992225101814144
209,0.15868714242697982
210,0.11428571428571428
211,0.19879898862199746
212,0.12669573643410853
213,0.6428571428571429
214,0.0
215,0.0
216,0.07142857142857142
217,0.11596638655462185
218,0.2945645821157218
219,0.09941520467836257
220,0.2
221,0.2857142857142857
222,0.15172413793103448
223,0.06653311631401027
224,0.23191246121182427
225,0.32786885245901637
226,0.14087975961775281
227,0.3088235294117647
228,0.08333333333333333
229,0.16703296703296702
230,0.3536723163841808
231,0.43956043956043955
232,0.19047619047619047
233,0.3333333333333333
234,0.0
235,0.26373626373626374
236,0.049350007065140596
237,0.030181086519114688
238,0.11078460182192183
239,0.1732740943267259
240,0.0743321718931475
241,0.08657368272752888
242,0.1546772068511199
243,0.1475609756097561
244,0.23529411764705882
245,0.031938703498336524
246,0.0
247,0.08076923076923077
248,0.6
249,0.18351395730706074
250,0.0
251,0.26666666666666666
252,0.4
253,0.13737373737373737
254,0.015098722415795587
255,0.05461651692807472
256,0.07626781307220763
257,0.0
258,0.16836158192090395
259,0.11260504201680673
260,0.0
261,0.2090433992274483
262,0.0
263,0.13188798554652212
264,0.17857142857142858
265,0.37333333333333335
266,0.1782051282051282
267,0.3611111111111111
268,0.12233285917496443
269,0.03428766521972394
270,0.07832167832167833
271,0.18756530825496343
272,0.13333333333333333
273,0.0
274,0.11792702273929138
275,0.1773049645390071
276,0.2645698427382054
277,0.16194331983805668
278,0.12235133287764867
279,0.303962703962704
280,0.5020455873758036
281,0.13664596273291926
282,0.2
283,0.09071288008633276
284,0.08024015760342725
285,0.05714285714285714
286,0.03884974290611312
287,0.07578947368421053
288,0.12389380530973451
289,0.1613713610166987
290,0.14593837535014006
291,0.23484848484848486
292,0.19078947368421054
293,0.1254355400696864
294,0.10714285714285714
295,0.08742742031046333
296,0.08974358974358974
297,0.10989010989010989
298,0.4065934065934066
299,0.147005444646098
300,0.12326530612244897
301,0.13278688524590163
302,0.16666666666666666
303,0.07137954701441318
304,0.22333333333333333
305,0.025899912203687446
306,0.10392441860465117
307,0.12631578947368421
308,0.15019762845849802
309,0.0
310,0.0
311,0.02333831217326363
312,0.10051137365543995
313,0.41846153846153844
314,0.3092436974789916
315,0.2
316,0.0
317,0.26666666666666666
318,0.08547008547008547
319,0.07925239061141698
320,0.26666666666666666
321,0.23157894736842105
322,0.07692307692307693
323,0.13333333333333333
324,0.21258385380522785
325,0.07532196310476853
326,0.13389199255121043
327,0.1225071225071225
328,0.10850418286791563
329,0.15
330,0.07804878048780488
331,0.41904761904761906
332,0.0
333,0.07785547785547786
334,0
335,0.047619047619047616
336,0.014705882352941176
337,0.0
338,0.0053704461727384365
339,0.29082125603864734
340,0.13636363636363635
341,0.0
342,0.3333333333333333
343,0.3140539587374361
344,0.17857142857142858
345,0.061410865716149475
346,0.15579710144927536
347,0.22507122507122507
348,0.03188118811881188
349,0
350,0.10714285714285714
351,0.06112616681722373
352,0.0761904761904762
353,0.1
354,0.18115942028985507
355,0.1365079365079365
356,0.044444444444444446
357,0.0
358,0.25036840554081935
359,0.14471153846153847
360,0.23076923076923078
361,0.14285714285714285
362,0.19230769230769232
363,0.3176470588235294
364,0.04666666666666667
365,0.08962679988245666
366,0.1889483065953654
367,0.13722334004024145
368,0.20105820105820105
369,0.2571428571428571
370,0.1707070707070707
371,0.09803921568627451
372,0.12509255450431922
373,0.01404723027806887
374,0.2041407867494824
375,0.04710144927536232
376,0.14285714285714285
377,0.0
378,0.08149219201850781
379,0.12322496859764535
380,0.08316191595650896
381,0.37333333333333335
382,0.07142857142857142
383,0.08166969147005444
384,0.16666666666666666
385,0.1835614485315084
386,0.2727272727272727
387,0.23333333333333334
388,0.05555555555555555
389,0.07575757575757576
390,0.07387387387387387
391,0.08333333333333333
392,0.16199939777175548
393,0.2692075015124017
394,0.1539313399778516
395,0.016844976482381063
396,0.09513742071881606
397,0.10476190476190476
